Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
15259724968,113760,44160,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15259840296,13888,44162,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15259855912,37504,44164,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15261046917,188223,44294,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15261236804,8480,44296,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15261246692,3360,44298,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15261251492,12160,44300,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15261265540,954973,44302,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15262222625,98528,44304,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15262322625,5504,44306,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15262329633,80416,44308,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15262412097,3840,44310,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15262417473,13248,44312,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15262432225,69632,44314,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15262503297,70207,44316,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15262575488,1792,44318,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15262578688,38400,44320,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15262618464,3264,44322,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15262623072,13664,44324,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15262638656,95488,44326,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15262735584,14272,44328,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15262751456,34848,44330,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15263939997,145951,44460,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15264088156,7904,44462,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15264097724,3008,44464,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15264102140,11712,44466,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15264115356,834366,44468,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15264951834,140607,44470,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15265094649,5504,44472,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15265101977,145088,44474,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15265248665,4288,44476,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15265254937,13600,44478,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15265270009,103072,44480,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15265374905,104511,44482,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15265480856,1792,44484,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15265484536,38080,44486,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15265523992,3520,44488,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15265528952,13248,44490,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15265543768,203872,44492,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15265750232,13984,44494,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15265768472,40863,44496,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15267024500,161888,44626,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15267188116,8512,44628,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15267198804,2752,44630,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15267203028,11744,44632,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15267216244,659550,44634,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15267877362,108607,44636,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15267988625,5600,44638,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15267995665,85760,44640,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15268083025,3872,44642,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15268088337,14624,44644,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15268105073,73472,44646,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15268179953,75232,44648,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15268256593,1792,44650,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15268259793,37568,44652,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15268299313,3680,44654,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15268304433,13759,44656,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15268319760,101248,44658,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15268422448,13440,44660,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15268438384,34784,44662,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15269441101,148544,44792,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15269591405,7328,44794,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15269600077,2976,44796,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15269604973,11776,44798,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15269618445,696030,44800,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15270316043,107584,44802,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15270425259,5536,44804,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15270432779,81151,44806,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15270515402,3776,44808,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15270520682,14144,44810,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15270536234,70688,44812,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15270608778,71872,44814,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15270682058,1760,44816,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15270685258,37792,44818,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15270724554,3264,44820,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15270729674,13184,44822,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15270744298,100991,44824,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15270846793,13984,44826,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15270862377,34912,44828,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15271839143,131583,44958,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15271972166,7712,44960,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15271981318,2720,44962,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15271985574,11648,44964,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15271999142,567935,44966,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15272568965,96895,44968,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15272667396,5824,44970,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15272674692,79424,44972,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15272755972,4032,44974,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15272761348,13536,44976,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15272776324,78816,44978,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15272856644,78560,44980,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15272937508,1856,44982,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15272940868,37440,44984,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15272979780,3232,44986,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15272984452,13344,44988,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15273000068,115103,44990,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15273116963,13632,44992,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15273132419,39264,44994,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15274146080,122048,45124,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15274270848,8192,45126,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15274280416,2656,45128,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15274284512,11840,45130,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15274297856,588222,45132,4,15,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15274887646,91520,45134,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15274980734,5536,45136,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15274987710,75616,45138,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15275064958,3744,45140,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15275070590,13184,45142,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15275085214,68000,45144,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15275154718,67551,45146,1,2752,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15275223741,1760,45148,11,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"SiLuMul_half(Matrix3D<__half>, Matrix3D<__half>)"
15275227325,38368,45150,1,1024,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15275267165,3328,45152,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"add_half(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15275271965,13408,45154,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15275286845,145472,45156,1,8000,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15275434333,8992,45158,32,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"half2float(__half *, float *, int)"
15305582089,3776,45164,4,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"float2half(float *, __half *, int)"
15305587337,2368,45166,1,2,1,32,32,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"prepare_decoder_attention_mask_half(Matrix3D<__half>, int, int)"
15305591177,13056,45168,1,1,1,512,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"generalT5LayerNorm(const __half *, const float *, __half *, float, int, int)"
15305606281,97280,45170,1,3072,1,32,4,1,32,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"gemv_kernel_g128(const float4 *, const unsigned int *, const unsigned int *, const __half *, __half *, int, int)"
15305705065,12608,45172,2,1,2,16,1,64,22,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void shape_qkv_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
15305719305,34720,45174,32,1,1,1,1,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"RotaryPosEmb_cuda_forward(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, int, int)"
15306751366,80896,45304,1,8,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15306834438,7776,45306,2,1,4,16,4,16,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"batch_Add_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>)"
15306843526,2720,45308,2,1,1,1024,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,check_inf_half(Matrix3D<__half>)
15306847686,11712,45310,1,1,1,64,16,1,40,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"softmax_cuda(Matrix3D<__half>, Matrix3D<__half>)"
15306860774,622878,45312,4,16,4,8,4,32,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void transpose_1_2idx_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>)"
15307485252,118752,45314,1,16,2,8,8,16,39,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"mat_mul_transposed_cuda(Matrix3D<__half>, Matrix3D<__half>, Matrix3D<__half>, __half)"
15307605700,6208,45316,2,1,2,16,1,64,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3090 (0),1,,7,"void unshape_cuda<__half>(Matrix3D<T1>, Matrix3D<T1>, int, int, int)"
